lemmatized_tweets,VADER_sentiment
drugmaker sanofi and gsk to seek authorization for covid vaccine covid vaccination vaccine vaccine coronavirus immunity healthcare pandemic,Neutral
current vaccine policy may lead to social polarization and multilayere global backlash argue scholar in new study,Negative
revenue billion vs billion expect by wall street adjust ep vs expect the company expect billion of covid vaccine sale for,Neutral
it be the first plant base vaccine ever approve for human use in the entire world hamont hamilton covid vaccine medicago plantbase,Neutral
so to all the anti vaxer out there who say the covid vaccine be poison what exactly be you expect to happen to the nearly billion people who have have at least one dose when it turn out be b be you go to admit you be wrong or just double down on the stupid,Negative
health canada authorize make in canada covid vaccine covid medicago vaccine,Neutral
you should be wear a helmet I think jesus be send you a message be you still go make more joke about vaccine and vaccinemandate be interesting on your next jab,Positive
front runner in vaccine development blackhistorymonth,Neutral
,Neutral
  and the advantage of this extend beyond coronavirus add stanley plotkin note new amp improve vaccine technology can be apply to a range of deadly disease with epidemic potential covid global research amp innovation forum,Positive
it be not too late to get your annual flu vaccine getvaccinate to help fightflu,Neutral
  want a cdc committee to update its influenza recommendation in favor of its high dose fluzone shoot for adult and old cdc vaccine flu sanofi,Negative
,Neutral
excellent news pfizer vaccine,Positive
happy thursday friend here be today 's number for covid in az on feb coronavirus vaccine covid break covid az covidstat bekind delta maskup omicron covidtests endemic pandemic,Positive
twitter expert this week expert vaccine wwiii,Neutral
daily schedule for thursday february publichealth communityhealth mentalhealth wellness mhs maskwacis health covid testing vaccine montana samson ermineskin louisbull pigeonlake firstnation,Positive
look at oakland 's educational bureaucrat steamroll parent and kid of student and up in oakland public school have not verify their vaccination status,Neutral
canada 's support to this critical paho amp cdb initiative will help increase covid vaccine acceptance amp uptake as a means of mitigating spread amp saving life canada remain a committed partner for caribbean country as we work together to defeatcovid canadacaribbean,Positive
  report b in net income for q expect b in vaccine sale this year b more than previously expect yet still refuse to share know how amp tech to help other country make vaccine amp vaccinateourworld stop your pandemic profiteering,Neutral
ne delhi have at least new slot available between amp covishield dose dose covaxin dose dose book one now at vaccine cowin covid delhi,Neutral
  behavioral science hack to convince the unwilling to get vaccinated vaccine covid,Positive
limited or limitless our new article from charlotte pugsley recap the science of rna and why it have become such a valuable therapeutic in recent year vaccine covid,Positive
  vbiv announce only approve antigen hepatitis b vaccine for adult in the u s vaccine availability be expect to begin later in q great news good job vbiv hepatitis stock invest xbi,Positive
ne delhi have at least new slot available between amp covishield dose dose covaxin dose dose book one now at vaccine cowin covid delhi,Neutral
  it be only go to get well from here when covid hit daijah be scared for her old parent she worry about the vaccine but know she have to take it to protect they I protect the people I love from something that could have make they really ill vax community,Positive
  cow and goat be vaccinate three time with a human coronavirus vaccine as a result antibody appear in animal within a week after the first injection the maximum neutralize activity of milk be achieve on the th day after vaccination and amount to,Neutral
,Neutral
ne delhi have at least new slot available between amp covishield dose dose covaxin dose dose book one now at vaccine cowin covid delhi,Neutral
we stand with the tb community 's demand for an operational tb vaccine by make at invest to endtb save live it be time to invest in a tb vaccine,Positive
ne delhi have at least new slot available between amp covishield dose dose covaxin dose dose book one now at vaccine cowin covid delhi,Neutral
  russia be have a massive out of control covid epidemic right now the sputnik vaccine be not perform well and there be a high vaccine refusal rate two week ago putin say on natl tv that the sitn be difficult but life go on more,Negative
  by october putin have disappear there be widespread speculation that he be sick with covid but it be also possible that he be try to stay safe the sputnik vaccine be not very effective against variant zip anti omicron more,Negative
